"File Path: C:\Michael G\LTR 2017x0186 VW-AUDI 3.0WmK Material Spec\Insight Testing\10-16-18\Test Run 208 10-16-18 17 27 37 PM\DAQ- Crosshead, … - (Timed).csv   "
"Test: McAllen 20181010 Criterion 10-16-18"
"Test Run: Test Run 208"
"Date: 10/16/2018 11:15:48 AM"
""
""
"Crosshead ","Load ","Time "
"mm","N","sec"
"-0.00198364250536542","4.11113214492798","29.2329998016357"
"-0.00203450531444105","3.78507161140442","29.2430000305176"
"-0.002085367896143","3.90161395072937","29.2530002593994"
"-0.00213623047784495","3.60259532928467","29.2630004882813"
"-0.0021870930595469","3.55575037002563","29.2730007171631"
"-0.00223795564124885","3.18756580352783","29.2830009460449"
"-0.00223795564124885","3.72869968414307","29.2929992675781"
"-0.00228881845032447","3.87149882316589","29.30299949646"
"-0.00233968103202642","3.80132269859314","29.3129997253418"
"-0.00239054361372837","3.93986821174622","29.3229999542236"
"-0.00244140619543032","3.71980404853821","29.3330001831055"
"-0.00244140619543032","4.4752984046936","29.3430004119873"
"-0.00249226877713227","4.56949281692505","29.3530006408691"
"-0.00254313158620789","4.2797064781189","29.363000869751"
"-0.00259399416790984","4.38112258911133","29.3729991912842"
"-0.00264485674961179","4.36585474014282","29.382999420166"
"-0.00264485674961179","4.26463460922241","29.3929996490479"
"-0.00269571933131374","3.86229705810547","29.4029998779297"
"-0.00274658214038936","4.27860307693481","29.4130001068115"
"-0.00279744472209131","4.42979526519775","29.4230003356934"
"-0.00284830730379326","4.17372703552246","29.4330005645752"
"-0.00289916988549521","4.40682935714722","29.443000793457"
"-0.00295003246719716","4.31874561309814","29.4529991149902"
"-0.00300089527627279","4.75820970535278","29.4629993438721"
"-0.00305175785797474","4.37489652633667","29.4729995727539"
"-0.00305175785797474","4.34729051589966","29.4829998016357"
"-0.00310262043967668","4.70777273178101","29.4930000305176"
"-0.00315348302137863","4.431067943573","29.5030002593994"
"-0.00320434560308058","5.09490537643433","29.5130004882813"
"-0.00325520841215621","4.58540153503418","29.5230007171631"
"-0.00325520841215621","4.4774603843689","29.5330009460449"
"-0.00330607099385816","4.29689121246338","29.5429992675781"
"-0.00335693357556011","5.04088354110718","29.55299949646"
"-0.00340779615726206","5.3164005279541","29.5629997253418"
"-0.00345865896633768","4.89411544799805","29.5729999542236"
"-0.00345865896633768","5.20663022994995","29.5830001831055"
"-0.00350952154803963","4.44575262069702","29.5930004119873"
"-0.00356038412974158","4.79588079452515","29.6030006408691"
"-0.00361124671144353","5.02454328536987","29.613000869751"
"-0.00366210929314548","4.85572242736816","29.6229991912842"
"-0.0037129721022211","5.21338891983032","29.632999420166"
"-0.00376383468392305","4.94525051116943","29.6429996490479"
"-0.003814697265625","4.91357278823853","29.6529998779297"
"-0.00386555984732695","5.28780603408813","29.6630001068115"
"-0.00386555984732695","4.87750959396362","29.6730003356934"
"-0.0039164224290289","5.32990026473999","29.6830005645752"
"-0.00396728501073085","4.70803546905518","29.693000793457"
"-0.0040181475924328","5.38569307327271","29.7029991149902"
"-0.0040690106288821","5.11184120178223","29.7129993438721"
"-0.0040690106288821","4.64833402633667","29.7229995727539"
"-0.00411987321058405","4.95239114761353","29.7329998016357"
"-0.004170735792286","5.35167789459229","29.7430000305176"
"-0.00422159837398794","5.38015794754028","29.7530002593994"
"-0.00427246095568989","5.0822868347168","29.7630004882813"
"-0.00432332353739184","5.18596267700195","29.7730007171631"
"-0.00432332353739184","5.76704216003418","29.7830009460449"
"-0.00437418611909379","5.83101177215576","29.7929992675781"
"-0.00442504870079574","5.4929666519165","29.80299949646"
"-0.00447591128249769","5.69329643249512","29.8129997253418"
"-0.00452677386419964","5.59340906143188","29.8229999542236"
"-0.00457763690064894","5.8913459777832","29.8330001831055"
"-0.00462849948235089","5.73958921432495","29.8430004119873"
"-0.00467936206405284","5.21651220321655","29.8530006408691"
"-0.00473022464575479","5.78944778442383","29.863000869751"
"-0.00473022464575479","5.25173234939575","29.8729991912842"
"-0.00478108722745674","5.46825885772705","29.882999420166"
"-0.00483194980915869","5.90738391876221","29.8929996490479"
"-0.00488281239086064","5.61156177520752","29.9029998779297"
"-0.00488281239086064","6.0015025138855","29.9130001068115"
"-0.00493367497256259","6.10160779953003","29.9230003356934"
"-0.00498453755426453","6.71492195129395","29.9330005645752"
"-0.00503540059071383","6.41407346725464","29.943000793457"
"-0.00508626317241578","6.35098314285278","29.9529991149902"
"-0.00513712575411773","6.08278608322144","29.9629993438721"
"-0.00518798833581968","5.70039701461792","29.9729995727539"
"-0.00518798833581968","6.79112529754639","29.9829998016357"
"-0.00523885091752163","6.18383646011353","29.9930000305176"
"-0.00528971349922358","5.97815370559692","30.0030002593994"
"-0.00534057608092553","5.75458669662476","30.0130004882813"
"-0.00539143866262748","6.15984392166138","30.0230007171631"
"-0.00544230124432943","5.93479633331299","30.0330009460449"
"-0.00549316428077873","6.43146753311157","30.0429992675781"
"-0.00554402686248068","6.00677061080933","30.05299949646"
"-0.00554402686248068","6.37224531173706","30.0629997253418"
"-0.00559488944418263","6.56363296508789","30.0729999542236"
"-0.00564575202588458","6.87157201766968","30.0830001831055"
"-0.00569661460758653","6.60483598709106","30.0930004119873"
"-0.00569661460758653","6.28005838394165","30.1030006408691"
"-0.00574747718928847","6.377037525177","30.113000869751"
